Grade,Category,Year,# Total Days,# Days Absent,# Days Present,% Attendance,# Contributing 10+ Total Days and 1+ Pres Day,# Chronically Absent,% Chronically Absent
12,All Students,2019-20,29968,5522,24446,81.6,268,148,55.2
12,All Students,2020-21,48484,10334,38150,78.7,283,165,58.3
12,All Students,2021-22,50211,11400,38811,77.3,302,219,72.5
12,All Students,2022-23,45678,8685,36993,81.0,275,174,63.3
All Grades,All Students,2018-19,76731,11614,65117,84.9,469,265,56.5
All Grades,All Students,2019-20,54724,8235,46489,85.0,510,282,55.3
All Grades,All Students,2020-21,86345,17098,69247,80.2,510,317,62.2
All Grades,All Students,2021-22,82117,19891,62226,75.8,492,355,72.2
All Grades,All Students,2022-23,84345,17921,66424,78.8,509,372,73.1
0K,All Students,2018-19,9285,1596,7689,82.8,61,38,62.3
0K,All Students,2019-20,7087,1086,6001,84.7,69,42,60.9
0K,All Students,2020-21,6499,1007,5492,84.5,43,22,51.2
0K,All Students,2021-22,4291,s,s,s,s,s,s
0K,All Students,2022-23,10507,2167,8340,79.4,70,53,75.7
1,All Students,2018-19,13926,2024,11902,85.5,85,47,55.3
1,All Students,2019-20,6535,1077,5458,83.5,59,36,61.0
1,All Students,2020-21,11847,1734,10113,85.4,69,38,55.1
1,All Students,2021-22,7855,1514,6341,80.7,51,37,72.5
1,All Students,2022-23,6815,s,s,s,s,s,s
2,All Students,2018-19,7979,1091,6888,86.3,47,30,63.8
2,All Students,2019-20,8634,1206,7428,86.0,80,37,46.3
2,All Students,2020-21,10030,1921,8109,80.8,59,38,64.4
2,All Students,2021-22,11476,2660,8816,76.8,65,46,70.8
2,All Students,2022-23,7050,1079,5971,84.7,41,28,68.3
3,All Students,2018-19,10686,1507,9179,85.9,64,29,45.3
3,All Students,2019-20,5528,824,4704,85.1,53,34,64.2
3,All Students,2020-21,13023,2297,10726,82.4,76,46,60.5
3,All Students,2021-22,9308,2377,6931,74.5,57,42,73.7
3,All Students,2022-23,12101,2958,9143,75.6,71,57,80.3
4,All Students,2018-19,9210,1426,7784,84.5,57,33,57.9
4,All Students,2019-20,6014,916,5098,84.8,54,29,53.7
4,All Students,2020-21,8128,1892,6236,76.7,47,37,78.7
4,All Students,2021-22,12635,2708,9927,78.6,74,49,66.2
4,All Students,2022-23,9412,2209,7203,76.5,56,43,76.8
5,All Students,2018-19,9758,1480,8278,84.8,57,32,56.1
5,All Students,2019-20,6215,886,5329,85.7,59,29,49.2
5,All Students,2020-21,9046,1796,7250,80.1,52,30,57.7
5,All Students,2021-22,7889,1870,6019,76.3,49,38,77.6
5,All Students,2022-23,11278,2222,9056,80.3,69,40,58.0
6,All Students,2018-19,5811,929,4882,84.0,37,25,67.6
6,All Students,2019-20,7644,1289,6355,83.1,73,39,53.4
6,All Students,2020-21,10358,2289,8069,77.9,60,37,61.7
6,All Students,2021-22,8990,2541,6449,71.7,53,40,75.5
6,All Students,2022-23,10457,2443,8014,76.6,61,48,78.7
7,All Students,2018-19,4169,646,3523,84.5,25,11,44.0
7,All Students,2019-20,3986,563,3423,85.9,35,21,60.0
7,All Students,2020-21,11224,2486,8738,77.9,66,45,68.2
7,All Students,2021-22,9263,2212,7051,76.1,54,34,63.0
7,All Students,2022-23,7931,1543,6388,80.5,47,33,70.2
8,All Students,2018-19,5907,915,4992,84.5,36,20,55.6
8,All Students,2019-20,3081,388,2693,87.4,28,15,53.6
8,All Students,2020-21,6142,s,s,s,s,s,s
8,All Students,2021-22,10203,2813,7390,72.4,59,44,74.6
8,All Students,2022-23,8689,1740,6949,80.0,51,34,66.7
9,All Students,2020-21,19,s,s,s,s,s,s
9,All Students,2021-22,207,s,s,s,s,s,s
9,All Students,2022-23,105,s,s,s,s,s,s
All Grades,All Students,2018-19,84590,13209,71381,84.4,492,233,47.4
All Grades,All Students,2019-20,53349,8370,44979,84.3,467,213,45.6
All Grades,All Students,2020-21,82718,20564,62154,75.1,486,277,57.0
All Grades,All Students,2021-22,83311,16881,66430,79.7,490,305,62.2
All Grades,All Students,2022-23,80913,13794,67119,83.0,477,248,52.0
0K,All Students,2018-19,1901,233,1668,87.7,11,7,63.6
0K,All Students,2019-20,809,s,s,s,s,s,s
0K,All Students,2020-21,2911,525,2386,82.0,19,11,57.9
0K,All Students,2021-22,1945,339,1606,82.6,13,11,84.6
0K,All Students,2022-23,747,s,s,s,s,s,s
1,All Students,2018-19,2136,142,1994,93.4,12,2,16.7
1,All Students,2019-20,1380,164,1216,88.1,12,7,58.3
1,All Students,2020-21,1462,236,1226,83.9,9,5,55.6
1,All Students,2021-22,3019,425,2594,85.9,18,9,50.0
1,All Students,2022-23,2301,284,2017,87.7,13,7,53.8
2,All Students,2018-19,1427,85,1342,94.0,8,1,12.5
2,All Students,2019-20,1380,88,1292,93.6,12,3,25.0
2,All Students,2020-21,1983,476,1507,76.0,12,8,66.7
2,All Students,2021-22,1427,265,1162,81.4,9,7,77.8
2,All Students,2022-23,3379,368,3011,89.1,20,9,45.0
3,All Students,2018-19,178,s,s,s,s,s,s
3,All Students,2019-20,113,s,s,s,s,s,s
3,All Students,2020-21,176,s,s,s,s,s,s
3,All Students,2021-22,63,s,s,s,s,s,s
3,All Students,2022-23,177,s,s,s,s,s,s
4,All Students,2019-20,115,s,s,s,s,s,s
4,All Students,2020-21,176,s,s,s,s,s,s
4,All Students,2021-22,174,s,s,s,s,s,s
4,All Students,2022-23,149,s,s,s,s,s,s
5,All Students,2020-21,176,s,s,s,s,s,s
5,All Students,2021-22,174,s,s,s,s,s,s
5,All Students,2022-23,177,s,s,s,s,s,s
6,All Students,2018-19,3,s,s,s,s,s,s
6,All Students,2019-20,115,s,s,s,s,s,s
6,All Students,2020-21,10,s,s,s,s,s,s
6,All Students,2021-22,177,s,s,s,s,s,s
6,All Students,2022-23,177,s,s,s,s,s,s
7,All Students,2018-19,178,s,s,s,s,s,s
7,All Students,2019-20,115,s,s,s,s,s,s
7,All Students,2020-21,176,s,s,s,s,s,s
7,All Students,2022-23,110,s,s,s,s,s,s
8,All Students,2018-19,178,s,s,s,s,s,s
8,All Students,2019-20,115,s,s,s,s,s,s
8,All Students,2020-21,176,s,s,s,s,s,s
8,All Students,2021-22,203,s,s,s,s,s,s
9,All Students,2018-19,9209,1109,8100,88.0,54,17,31.5
9,All Students,2019-20,5138,622,4516,87.9,44,15,34.1
9,All Students,2020-21,9497,2865,6632,69.8,57,37,64.9
9,All Students,2021-22,8620,1759,6861,79.6,53,33,62.3
9,All Students,2022-23,13981,2064,11917,85.2,85,47,55.3
10,All Students,2018-19,10570,1566,9004,85.2,63,32,50.8
10,All Students,2019-20,7273,989,6284,86.4,64,23,35.9
10,All Students,2020-21,8437,1816,6621,78.5,51,29,56.9
10,All Students,2021-22,8191,2068,6123,74.8,47,33,70.2
10,All Students,2022-23,9830,1985,7845,79.8,59,30,50.8
11,All Students,2018-19,10245,1551,8694,84.9,61,26,42.6
11,All Students,2019-20,6938,1129,5809,83.7,63,36,57.1
11,All Students,2020-21,10099,2003,8096,80.2,58,23,39.7
11,All Students,2021-22,8446,1665,6781,80.3,50,27,54.0
11,All Students,2022-23,8382,1623,6759,80.6,50,26,52.0
12,All Students,2018-19,48565,8521,40044,82.5,280,148,52.9
12,All Students,2019-20,29858,5274,24584,82.3,259,124,47.9
12,All Students,2020-21,47436,12304,35132,74.1,275,159,57.8
12,All Students,2021-22,50872,10245,40627,79.9,294,179,60.9
12,All Students,2022-23,41503,7263,34240,82.5,240,125,52.1
All Grades,All Students,2018-19,44934,16005,28929,64.4,323,258,79.9
All Grades,All Students,2019-20,31072,10893,20179,64.9,310,232,74.8
All Grades,All Students,2020-21,55726,12737,42989,77.1,354,204,57.6
All Grades,All Students,2021-22,59922,20916,39006,65.1,385,303,78.7
All Grades,All Students,2022-23,61260,17401,43859,71.6,381,282,74.0
6,All Students,2018-19,5799,s,s,s,s,s,s
6,All Students,2019-20,468,s,s,s,s,s,s
6,All Students,2020-21,4390,s,s,s,s,s,s
6,All Students,2021-22,5248,1227,4021,76.6,30,21,70.0
6,All Students,2022-23,1248,175,1073,86.0,7,4,57.1
7,All Students,2018-19,451,s,s,s,s,s,s
7,All Students,2019-20,3335,576,2759,82.7,28,14,50.0
7,All Students,2020-21,880,s,s,s,s,s,s
7,All Students,2021-22,3711,595,3116,84.0,24,10,41.7
7,All Students,2022-23,4259,799,3460,81.2,26,19,73.1
8,All Students,2019-20,230,s,s,s,s,s,s
8,All Students,2020-21,5148,582,4566,88.7,30,13,43.3
8,All Students,2021-22,919,289,630,68.6,6,4,66.7
8,All Students,2022-23,4071,655,3416,83.9,23,13,56.5
9,All Students,2018-19,9629,4912,4717,49.0,77,69,89.6
9,All Students,2019-20,7282,3649,3633,49.9,77,63,81.8
9,All Students,2020-21,8797,3513,5284,60.1,59,48,81.4
9,All Students,2021-22,13326,5753,7573,56.8,90,72,80.0
9,All Students,2022-23,10221,3994,6227,60.9,68,51,75.0
10,All Students,2018-19,12465,4619,7846,62.9,93,82,88.2
10,All Students,2019-20,8671,3253,5418,62.5,92,77,83.7
10,All Students,2020-21,15129,4769,10360,68.5,99,71,71.7
10,All Students,2021-22,12334,5430,6904,56.0,81,73,90.1
10,All Students,2022-23,17666,5115,12551,71.0,110,91,82.7
11,All Students,2018-19,7794,1635,6159,79.0,52,28,53.8
11,All Students,2019-20,2747,748,1999,72.8,29,22,75.9
11,All Students,2020-21,6068,1224,4844,79.8,38,22,57.9
11,All Students,2021-22,5921,1713,4208,71.1,37,29,78.4
11,All Students,2022-23,5925,2017,3908,66.0,38,30,78.9
12,All Students,2018-19,8796,3548,5248,59.7,62,54,87.1
12,All Students,2019-20,8339,2431,5908,70.8,78,52,66.7
12,All Students,2020-21,15314,2229,13085,85.4,97,42,43.3
12,All Students,2021-22,18463,5909,12554,68.0,117,94,80.3
12,All Students,2022-23,17870,4646,13224,74.0,109,74,67.9
All Grades,All Students,2018-19,76986,10211,66775,86.7,465,209,44.9
All Grades,All Students,2019-20,53918,7392,46526,86.3,492,248,50.4
All Grades,All Students,2020-21,82094,15006,67088,81.7,481,269,55.9
All Grades,All Students,2021-22,85200,15871,69329,81.4,523,345,66.0
All Grades,All Students,2022-23,95582,16132,79450,83.1,590,356,60.3
0K,All Students,2018-19,6213,882,5331,85.8,40,21,52.5
0K,All Students,2019-20,3907,667,3240,82.9,39,26,66.7
0K,All Students,2020-21,6166,1305,4861,78.8,42,23,54.8
0K,All Students,2021-22,7819,1594,6225,79.6,54,38,70.4
0K,All Students,2022-23,18569,2880,15689,84.5,119,72,60.5
1,All Students,2018-19,7086,911,6175,87.1,43,17,39.5
1,All Students,2019-20,4568,590,3978,87.1,43,22,51.2
1,All Students,2020-21,6411,1341,5070,79.1,38,22,57.9
1,All Students,2021-22,8606,1979,6627,77.0,56,43,76.8
1,All Students,2022-23,11382,1945,9437,82.9,73,48,65.8
2,All Students,2018-19,8280,857,7423,89.6,49,19,38.8
2,All Students,2019-20,5201,790,4411,84.8,49,29,59.2
2,All Students,2020-21,7061,1207,5854,82.9,41,24,58.5
2,All Students,2021-22,7148,1464,5684,79.5,44,31,70.5
2,All Students,2022-23,9714,2216,7498,77.2,61,45,73.8
3,All Students,2018-19,9910,1412,8498,85.8,61,29,47.5
3,All Students,2019-20,5574,641,4933,88.5,50,16,32.0
3,All Students,2020-21,8183,1804,6379,78.0,48,36,75.0
3,All Students,2021-22,7811,1314,6497,83.2,51,30,58.8
3,All Students,2022-23,7684,1252,6432,83.7,46,27,58.7
4,All Students,2018-19,9892,1307,8585,86.8,62,27,43.5
4,All Students,2019-20,7101,1077,6024,84.8,65,37,56.9
4,All Students,2020-21,7656,1333,6323,82.6,46,29,63.0
4,All Students,2021-22,9497,1708,7789,82.0,57,44,77.2
4,All Students,2022-23,8893,1339,7554,84.9,54,30,55.6
5,All Students,2018-19,14486,1842,12644,87.3,82,32,39.0
5,All Students,2019-20,6591,866,5725,86.9,59,27,45.8
5,All Students,2020-21,10705,2258,8447,78.9,61,39,63.9
5,All Students,2021-22,7459,1158,6301,84.5,45,25,55.6
5,All Students,2022-23,9457,1443,8014,84.7,55,37,67.3
6,All Students,2018-19,7930,1094,6836,86.2,45,20,44.4
6,All Students,2019-20,10159,1100,9059,89.2,89,38,42.7
6,All Students,2020-21,7458,1150,6308,84.6,43,19,44.2
6,All Students,2021-22,8552,1374,7178,83.9,50,31,62.0
6,All Students,2022-23,8201,1787,6414,78.2,51,32,62.7
7,All Students,2018-19,5263,791,4472,85.0,34,17,50.0
7,All Students,2019-20,5249,835,4414,84.1,47,22,46.8
7,All Students,2020-21,15136,2626,12510,82.7,86,43,50.0
7,All Students,2021-22,7405,1396,6009,81.1,44,27,61.4
7,All Students,2022-23,8908,1267,7641,85.8,54,26,48.1
8,All Students,2018-19,4292,441,3851,89.7,25,11,44.0
8,All Students,2019-20,3119,459,2660,85.3,28,16,57.1
8,All Students,2020-21,8207,1532,6675,81.3,47,28,59.6
8,All Students,2021-22,15376,2814,12562,81.7,90,56,62.2
8,All Students,2022-23,6763,798,5965,88.2,39,14,35.9
9,All Students,2018-19,1062,162,900,84.7,7,5,71.4
9,All Students,2019-20,770,s,s,s,s,s,s
9,All Students,2020-21,1936,196,1740,89.9,11,2,18.2
9,All Students,2021-22,1387,265,1122,80.9,8,4,50.0
9,All Students,2022-23,1665,249,1416,85.0,11,5,45.5
10,All Students,2018-19,838,s,s,s,s,s,s
10,All Students,2019-20,660,s,s,s,s,s,s
10,All Students,2020-21,1232,83,1149,93.3,7,1,14.3
10,All Students,2021-22,1896,359,1537,81.1,11,8,72.7
10,All Students,2022-23,1505,291,1214,80.7,9,5,55.6
11,All Students,2018-19,669,s,s,s,s,s,s
11,All Students,2019-20,529,s,s,s,s,s,s
11,All Students,2020-21,1056,s,s,s,s,s,s
11,All Students,2021-22,1210,153,1057,87.4,7,3,42.9
11,All Students,2022-23,1665,425,1240,74.5,10,8,80.0
12,All Students,2018-19,1065,328,737,69.2,7,6,85.7
12,All Students,2019-20,490,s,s,s,s,s,s
12,All Students,2020-21,880,s,s,s,s,s,s
12,All Students,2021-22,1034,293,741,71.7,6,5,83.3
12,All Students,2022-23,1176,240,936,79.6,8,7,87.5
All Grades,All Students,2018-19,58642,10106,48536,82.8,346,193,55.8
All Grades,All Students,2019-20,38864,7089,31775,81.8,350,196,56.0
All Grades,All Students,2020-21,57962,13760,44202,76.3,342,192,56.1
All Grades,All Students,2021-22,54853,14071,40782,74.3,324,240,74.1
All Grades,All Students,2022-23,47056,9760,37296,79.3,287,187,65.2
6,All Students,2018-19,2473,479,1994,80.6,14,9,64.3
6,All Students,2019-20,979,140,839,85.7,10,5,50.0
6,All Students,2020-21,656,s,s,s,s,s,s
6,All Students,2021-22,712,s,s,s,s,s,s
6,All Students,2022-23,463,s,s,s,s,s,s
7,All Students,2018-19,1787,140,1647,92.2,11,4,36.4
7,All Students,2019-20,1442,362,1080,74.9,13,8,61.5
7,All Students,2020-21,1721,s,s,s,s,s,s
7,All Students,2021-22,826,s,s,s,s,s,s
7,All Students,2022-23,527,s,s,s,s,s,s
8,All Students,2018-19,4603,582,4021,87.4,26,9,34.6
8,All Students,2019-20,1224,90,1134,92.6,11,5,45.5
8,All Students,2020-21,2288,630,1658,72.5,13,8,61.5
8,All Students,2021-22,1196,218,978,81.8,7,4,57.1
8,All Students,2022-23,847,s,s,s,s,s,s
9,All Students,2018-19,8225,1081,7144,86.9,48,25,52.1
9,All Students,2019-20,6573,1066,5507,83.8,59,34,57.6
9,All Students,2020-21,5961,1405,4556,76.4,37,24,64.9
9,All Students,2021-22,6540,1956,4584,70.1,41,32,78.0
9,All Students,2022-23,4221,843,3378,80.0,27,16,59.3
10,All Students,2018-19,4574,1064,3510,76.7,28,19,67.9
10,All Students,2019-20,5023,606,4417,87.9,46,18,39.1
10,All Students,2020-21,9978,1838,8140,81.6,59,28,47.5
10,All Students,2021-22,5886,1586,4300,73.1,36,31,86.1
10,All Students,2022-23,5965,1421,4544,76.2,38,26,68.4
11,All Students,2018-19,8735,1677,7058,80.8,51,28,54.9
11,All Students,2019-20,4352,1212,3140,72.2,39,25,64.1
11,All Students,2020-21,7756,1493,6263,80.8,45,25,55.6
11,All Students,2021-22,9833,2249,7584,77.1,58,40,69.0
11,All Students,2022-23,6607,1508,5099,77.2,38,29,76.3
12,All Students,2018-19,28245,5083,23162,82.0,168,99,58.9
12,All Students,2019-20,19271,3613,15658,81.3,172,101,58.7
12,All Students,2020-21,29602,7955,21647,73.1,174,101,58.0
12,All Students,2021-22,29860,7722,22138,74.1,173,127,73.4
12,All Students,2022-23,28426,5711,22715,79.9,168,110,65.5
All Grades,All Students,2022-23,39989,10598,29391,73.5,496,221,44.6
PK in K-12 Schools,All Students,2022-23,6,s,s,s,s,s,s
0K,All Students,2022-23,29,s,s,s,s,s,s
1,All Students,2022-23,110,s,s,s,s,s,s
2,All Students,2022-23,179,s,s,s,s,s,s
3,All Students,2022-23,192,s,s,s,s,s,s
4,All Students,2022-23,402,s,s,s,s,s,s
5,All Students,2022-23,499,s,s,s,s,s,s
6,All Students,2022-23,564,s,s,s,s,s,s
7,All Students,2022-23,593,s,s,s,s,s,s
8,All Students,2022-23,855,s,s,s,s,s,s
9,All Students,2022-23,11585,4668,6917,59.7,115,74,64.3
10,All Students,2022-23,11633,2900,8733,75.1,121,68,56.2
11,All Students,2022-23,6235,1477,4758,76.3,77,33,42.9
12,All Students,2022-23,7107,1429,5678,79.9,67,33,49.3
All Grades,All Students,2018-19,48430,12023,36407,75.2,287,193,67.2
All Grades,All Students,2019-20,31292,8729,22563,72.1,270,185,68.5
All Grades,All Students,2020-21,47949,17286,30663,63.9,273,221,81.0
All Grades,All Students,2021-22,47957,15720,32237,67.2,288,232,80.6
All Grades,All Students,2022-23,40705,9901,30804,75.7,252,169,67.1
6,All Students,2018-19,1464,316,1148,78.4,9,6,66.7
6,All Students,2019-20,582,s,s,s,s,s,s
6,All Students,2020-21,2853,1164,1689,59.2,16,15,93.8
6,All Students,2021-22,1054,240,814,77.2,7,6,85.7
6,All Students,2022-23,861,s,s,s,s,s,s
7,All Students,2018-19,890,s,s,s,s,s,s
7,All Students,2019-20,905,215,690,76.2,8,5,62.5
7,All Students,2020-21,1056,302,754,71.4,6,s,s
7,All Students,2021-22,3142,840,2302,73.3,20,18,90.0
7,All Students,2022-23,635,s,s,s,s,s,s
8,All Students,2018-19,1162,s,s,s,s,s,s
8,All Students,2019-20,683,s,s,s,s,s,s
8,All Students,2020-21,1067,366,701,65.7,5,s,s
8,All Students,2021-22,1191,388,803,67.4,8,8,100.0
8,All Students,2022-23,3555,887,2668,75.0,21,17,81.0
9,All Students,2018-19,7836,1718,6118,78.1,46,29,63.0
9,All Students,2019-20,2926,563,2363,80.8,28,18,64.3
9,All Students,2020-21,3937,1092,2845,72.3,25,18,72.0
9,All Students,2021-22,4874,1324,3550,72.8,30,17,56.7
9,All Students,2022-23,2802,746,2056,73.4,20,14,70.0
10,All Students,2018-19,4407,1199,3208,72.8,31,21,67.7
10,All Students,2019-20,3247,903,2344,72.2,28,18,64.3
10,All Students,2020-21,4806,1774,3032,63.1,28,24,85.7
10,All Students,2021-22,4010,1481,2529,63.1,25,22,88.0
10,All Students,2022-23,4596,1087,3509,76.3,29,19,65.5
11,All Students,2018-19,9381,2390,6991,74.5,54,42,77.8
11,All Students,2019-20,4453,1429,3024,67.9,36,23,63.9
11,All Students,2020-21,4799,1989,2810,58.6,27,25,92.6
11,All Students,2021-22,5129,1505,3624,70.7,30,26,86.7
11,All Students,2022-23,5283,1664,3619,68.5,33,24,72.7
12,All Students,2018-19,23290,6047,17243,74.0,134,87,64.9
12,All Students,2019-20,18496,5276,13220,71.5,157,110,70.1
12,All Students,2020-21,29431,10599,18832,64.0,166,130,78.3
12,All Students,2021-22,28557,9942,18615,65.2,168,135,80.4
12,All Students,2022-23,22973,5195,17778,77.4,140,89,63.6
All Grades,All Students,2018-19,74172,9386,64786,87.3,448,230,51.3
All Grades,All Students,2019-20,47818,6658,41160,86.1,431,236,54.8
All Grades,All Students,2020-21,71135,10595,60540,85.1,421,216,51.3
All Grades,All Students,2021-22,69074,13262,55812,80.8,413,306,74.1
All Grades,All Students,2022-23,78194,13398,64796,82.9,473,316,66.8
0K,All Students,2018-19,5669,753,4916,86.7,35,18,51.4
0K,All Students,2019-20,2754,429,2325,84.4,28,15,53.6
0K,All Students,2020-21,4225,642,3583,84.8,27,14,51.9
0K,All Students,2021-22,6113,1048,5065,82.9,41,28,68.3
0K,All Students,2022-23,10297,1964,8333,80.9,68,52,76.5
1,All Students,2018-19,8811,1272,7539,85.6,55,32,58.2
1,All Students,2019-20,3365,420,2945,87.5,30,14,46.7
1,All Students,2020-21,5861,904,4957,84.6,36,23,63.9
1,All Students,2021-22,5931,1160,4771,80.4,37,32,86.5
1,All Students,2022-23,9668,1703,7965,82.4,62,44,71.0
2,All Students,2018-19,4228,589,3639,86.1,25,15,60.0
2,All Students,2019-20,6454,1041,5413,83.9,59,35,59.3
2,All Students,2020-21,6325,1065,5260,83.2,37,23,62.2
2,All Students,2021-22,5441,999,4442,81.6,34,24,70.6
2,All Students,2022-23,6477,1196,5281,81.5,39,29,74.4
3,All Students,2018-19,6964,752,6212,89.2,41,20,48.8
3,All Students,2019-20,2865,398,2467,86.1,26,14,53.8
3,All Students,2020-21,8932,1499,7433,83.2,53,31,58.5
3,All Students,2021-22,6859,1317,5542,80.8,41,32,78.0
3,All Students,2022-23,4960,704,4256,85.8,32,22,68.8
4,All Students,2018-19,11604,1481,10123,87.2,72,37,51.4
4,All Students,2019-20,5752,721,5031,87.5,53,28,52.8
4,All Students,2020-21,4794,755,4039,84.3,30,15,50.0
4,All Students,2021-22,8710,1642,7068,81.1,52,41,78.8
4,All Students,2022-23,8100,1470,6630,81.9,48,31,64.6
5,All Students,2018-19,10112,1161,8951,88.5,60,27,45.0
5,All Students,2019-20,7458,1081,6377,85.5,68,38,55.9
5,All Students,2020-21,9479,1459,8020,84.6,56,30,53.6
5,All Students,2021-22,4936,890,4046,82.0,29,21,72.4
5,All Students,2022-23,9289,1745,7544,81.2,55,39,70.9
6,All Students,2018-19,7212,867,6345,88.0,42,17,40.5
6,All Students,2019-20,5091,674,4417,86.8,45,26,57.8
6,All Students,2020-21,7602,1140,6462,85.0,44,22,50.0
6,All Students,2021-22,5369,1098,4271,79.5,31,24,77.4
6,All Students,2022-23,4423,674,3749,84.8,26,16,61.5
7,All Students,2018-19,6958,976,5982,86.0,41,26,63.4
7,All Students,2019-20,4187,590,3597,85.9,36,17,47.2
7,All Students,2020-21,7744,1074,6670,86.1,44,18,40.9
7,All Students,2021-22,6645,1393,5252,79.0,39,29,74.4
7,All Students,2022-23,4679,715,3964,84.7,27,14,51.9
8,All Students,2018-19,7157,829,6328,88.4,40,19,47.5
8,All Students,2019-20,4076,527,3549,87.1,36,21,58.3
8,All Students,2020-21,5879,679,5200,88.5,34,15,44.1
8,All Students,2021-22,6945,1323,5622,81.0,39,25,64.1
8,All Students,2022-23,6751,1244,5507,81.6,38,27,71.1
9,All Students,2018-19,1498,222,1276,85.2,10,6,60.0
9,All Students,2019-20,2530,334,2196,86.8,22,13,59.1
9,All Students,2020-21,2785,239,2546,91.4,16,s,s
9,All Students,2021-22,2841,376,2465,86.8,17,10,58.8
9,All Students,2022-23,3177,353,2824,88.9,18,7,38.9
10,All Students,2018-19,1897,329,1568,82.7,14,8,57.1
10,All Students,2019-20,890,s,s,s,s,s,s
10,All Students,2020-21,3696,427,3269,88.4,21,8,38.1
10,All Students,2021-22,2546,501,2045,80.3,15,12,80.0
10,All Students,2022-23,2864,307,2557,89.3,17,8,47.1
11,All Students,2018-19,1260,s,s,s,s,s,s
11,All Students,2019-20,1239,230,1009,81.4,11,7,63.6
11,All Students,2020-21,905,124,781,86.3,5,s,s
11,All Students,2021-22,3560,670,2890,81.2,20,13,65.0
11,All Students,2022-23,2337,406,1931,82.6,14,10,71.4
12,All Students,2018-19,802,s,s,s,s,s,s
12,All Students,2019-20,1157,s,s,s,s,s,s
12,All Students,2020-21,2908,588,2320,79.8,18,9,50.0
12,All Students,2021-22,3178,845,2333,73.4,18,15,83.3
12,All Students,2022-23,5172,917,4255,82.3,29,17,58.6
All Grades,All Students,2018-19,108176,18671,89505,82.7,635,365,57.5
All Grades,All Students,2019-20,72195,12808,59387,82.3,638,349,54.7
All Grades,All Students,2020-21,114564,20006,94558,82.5,672,343,51.0
All Grades,All Students,2021-22,116579,27775,88804,76.2,681,501,73.6
All Grades,All Students,2022-23,125279,26836,98443,78.6,732,529,72.3
PK in K-12 Schools,All Students,2018-19,1323,341,982,74.2,8,7,87.5
